time,customer_no,location
09:50:00,166,drinks
09:50:00,168,fruit
09:50:00,169,fruit
09:50:00,170,fruit
09:50:00,171,spices
09:51:00,141,spices
09:51:00,163,fruit
09:51:00,166,drinks
09:51:00,168,fruit
09:51:00,169,fruit
09:51:00,170,drinks
09:51:00,171,checkout
09:51:00,172,dairy
09:52:00,141,spices
09:52:00,163,fruit
09:52:00,166,drinks
09:52:00,168,dairy
09:52:00,169,fruit
09:52:00,170,drinks
09:52:00,172,checkout
09:52:00,173,dairy
09:53:00,141,spices
09:53:00,163,fruit
09:53:00,166,fruit
09:53:00,168,dairy
09:53:00,169,fruit
09:53:00,170,drinks
09:53:00,173,drinks
09:53:00,174,fruit
09:54:00,141,checkout
09:54:00,163,checkout
09:54:00,166,dairy
09:54:00,168,dairy
09:54:00,169,fruit
09:54:00,170,checkout
09:54:00,173,drinks
09:54:00,174,fruit
09:54:00,175,fruit
09:55:00,163,checkout
09:55:00,166,dairy
09:55:00,168,dairy
09:55:00,169,drinks
09:55:00,173,drinks
09:55:00,174,fruit
09:55:00,175,fruit
09:55:00,176,fruit
09:56:00,166,dairy
09:56:00,168,dairy
09:56:00,169,fruit
09:56:00,173,drinks
09:56:00,174,fruit
09:56:00,175,fruit
09:56:00,176,checkout
09:56:00,177,fruit
09:57:00,166,dairy
09:57:00,168,dairy
09:57:00,169,fruit
09:57:00,173,checkout
09:57:00,174,checkout
09:57:00,175,fruit
09:57:00,177,checkout
09:57:00,178,dairy
09:58:00,166,dairy
09:58:00,168,dairy
09:58:00,169,fruit
09:58:00,174,checkout
09:58:00,175,fruit
09:58:00,178,checkout
09:58:00,179,spices
09:59:00,166,dairy
09:59:00,168,dairy
09:59:00,169,fruit
09:59:00,175,dairy
09:59:00,179,spices
09:59:00,180,spices
10:00:00,166,dairy
10:00:00,168,fruit
10:00:00,169,fruit
10:00:00,175,dairy
10:00:00,179,drinks
10:00:00,180,spices
10:00:00,181,fruit
10:01:00,166,dairy
10:01:00,168,fruit
10:01:00,169,checkout
10:01:00,175,spices
10:01:00,179,drinks
10:01:00,180,drinks
10:01:00,181,fruit
10:01:00,182,drinks
10:02:00,166,drinks
10:02:00,168,fruit
10:02:00,175,fruit
10:02:00,179,spices
10:02:00,180,drinks
10:02:00,181,checkout
10:02:00,182,drinks
10:02:00,183,fruit
10:03:00,166,drinks
10:03:00,168,checkout
10:03:00,175,checkout
10:03:00,179,spices
10:03:00,180,drinks
10:03:00,182,drinks
10:03:00,183,checkout
10:03:00,184,fruit
10:04:00,166,checkout
10:04:00,175,checkout
10:04:00,179,spices
10:04:00,180,drinks
10:04:00,182,spices
10:04:00,184,drinks
10:04:00,185,fruit
10:05:00,175,checkout
10:05:00,179,dairy
10:05:00,180,drinks
10:05:00,182,spices
10:05:00,184,checkout
10:05:00,185,fruit
10:05:00,186,drinks
10:06:00,179,dairy
10:06:00,180,checkout
10:06:00,182,dairy
10:06:00,185,checkout
10:06:00,186,fruit
10:06:00,187,fruit
10:07:00,179,dairy
10:07:00,182,dairy
10:07:00,186,spices
10:07:00,187,checkout
10:07:00,188,spices
10:08:00,179,dairy
10:08:00,182,dairy
10:08:00,186,fruit
10:08:00,188,drinks
10:08:00,189,fruit
10:09:00,179,dairy
10:09:00,182,spices
10:09:00,186,fruit
10:09:00,188,drinks
10:09:00,189,fruit
10:09:00,190,spices
10:10:00,179,dairy
10:10:00,182,spices
10:10:00,186,fruit
10:10:00,188,spices
10:10:00,189,fruit
10:10:00,190,fruit
10:10:00,191,dairy
10:11:00,179,dairy
10:11:00,182,dairy
10:11:00,186,fruit
10:11:00,188,checkout
10:11:00,189,dairy
10:11:00,190,checkout
10:11:00,191,dairy
10:11:00,192,spices
10:12:00,179,checkout
10:12:00,182,checkout
10:12:00,186,drinks
10:12:00,189,dairy
10:12:00,191,dairy
10:12:00,192,dairy
10:12:00,193,fruit
10:13:00,182,checkout
10:13:00,186,checkout
10:13:00,189,fruit
10:13:00,191,dairy
10:13:00,192,dairy
10:13:00,193,fruit
10:13:00,194,fruit
10:14:00,186,checkout
10:14:00,189,fruit
10:14:00,191,dairy
10:14:00,192,dairy
10:14:00,193,fruit
10:14:00,194,fruit
10:14:00,195,spices
10:15:00,189,dairy
10:15:00,191,dairy
10:15:00,192,drinks
10:15:00,193,fruit
10:15:00,194,checkout
10:15:00,195,drinks
10:15:00,196,spices
10:16:00,189,dairy
10:16:00,191,dairy
10:16:00,192,checkout
10:16:00,193,spices
10:16:00,195,drinks
10:16:00,196,spices
10:16:00,197,drinks
10:17:00,189,dairy
10:17:00,191,dairy
10:17:00,193,fruit
10:17:00,195,fruit
10:17:00,196,dairy
10:17:00,197,drinks
10:17:00,198,dairy
10:18:00,189,checkout
10:18:00,191,dairy
10:18:00,193,dairy
10:18:00,195,fruit
10:18:00,196,fruit
10:18:00,197,drinks
10:18:00,198,dairy
10:18:00,199,spices
10:19:00,191,dairy
10:19:00,193,checkout
10:19:00,195,fruit
10:19:00,196,fruit
10:19:00,197,spices
10:19:00,198,dairy
10:19:00,199,dairy
10:19:00,200,drinks
10:20:00,191,checkout
10:20:00,195,checkout
10:20:00,196,fruit
10:20:00,197,spices
10:20:00,198,dairy
10:20:00,199,dairy
10:20:00,200,spices
10:20:00,201,drinks
10:21:00,195,checkout
10:21:00,196,fruit
10:21:00,197,spices
10:21:00,198,fruit
10:21:00,199,dairy
10:21:00,200,dairy
10:21:00,201,fruit
10:21:00,202,drinks
10:22:00,196,fruit
10:22:00,197,dairy
10:22:00,198,fruit
10:22:00,199,dairy
10:22:00,200,dairy
10:22:00,201,fruit
10:22:00,202,fruit
10:22:00,203,spices
10:23:00,196,fruit
10:23:00,197,dairy
10:23:00,198,fruit
10:23:00,199,spices
10:23:00,200,dairy
10:23:00,201,fruit
10:23:00,202,fruit
10:23:00,203,dairy
10:23:00,204,dairy
10:24:00,196,fruit
10:24:00,197,dairy
10:24:00,198,fruit
10:24:00,199,drinks
10:24:00,200,dairy
10:24:00,201,fruit
10:24:00,202,fruit
10:24:00,203,dairy
10:24:00,204,checkout
10:24:00,205,fruit
10:25:00,196,drinks
10:25:00,197,dairy
10:25:00,198,checkout
10:25:00,199,drinks
10:25:00,200,drinks
10:25:00,201,fruit
10:25:00,202,drinks
10:25:00,203,dairy
10:25:00,205,fruit
10:25:00,206,dairy
10:26:00,196,drinks
10:26:00,197,dairy
10:26:00,199,drinks
10:26:00,200,drinks
10:26:00,201,checkout
10:26:00,202,drinks
10:26:00,203,dairy
10:26:00,205,spices
10:26:00,206,dairy
10:26:00,207,spices
10:27:00,196,checkout
10:27:00,197,dairy
10:27:00,199,drinks
10:27:00,200,drinks
10:27:00,202,drinks
10:27:00,203,dairy
10:27:00,205,dairy
10:27:00,206,dairy
10:27:00,207,dairy
10:27:00,208,drinks
10:28:00,197,dairy
10:28:00,199,drinks
10:28:00,200,drinks
10:28:00,202,drinks
10:28:00,203,dairy
10:28:00,205,fruit
10:28:00,206,dairy
10:28:00,207,checkout
10:28:00,208,drinks
10:28:00,209,fruit
10:29:00,197,dairy
10:29:00,199,drinks
10:29:00,200,checkout
10:29:00,202,drinks
10:29:00,203,dairy
10:29:00,205,checkout
10:29:00,206,dairy
10:29:00,208,checkout
10:29:00,209,drinks
10:29:00,210,fruit
10:30:00,197,dairy
10:30:00,199,drinks
10:30:00,202,drinks
10:30:00,203,dairy
10:30:00,206,checkout
10:30:00,209,drinks
10:30:00,210,fruit
10:30:00,211,dairy
10:31:00,197,dairy
10:31:00,199,drinks
10:31:00,202,spices
10:31:00,203,dairy
10:31:00,209,drinks
10:31:00,210,fruit
10:31:00,211,dairy
10:31:00,212,spices
10:32:00,197,dairy
10:32:00,199,drinks
10:32:00,202,drinks
10:32:00,203,dairy
10:32:00,209,drinks
10:32:00,210,dairy
10:32:00,211,dairy
10:32:00,212,dairy
10:32:00,213,dairy
10:33:00,197,dairy
10:33:00,199,drinks
10:33:00,202,drinks
10:33:00,203,drinks
10:33:00,209,spices
10:33:00,210,dairy
10:33:00,211,dairy
10:33:00,212,fruit
10:33:00,213,checkout
10:33:00,214,drinks
10:34:00,197,dairy
10:34:00,199,drinks
10:34:00,202,drinks
10:34:00,203,checkout
10:34:00,209,spices
10:34:00,210,dairy
10:34:00,211,dairy
10:34:00,212,fruit
10:34:00,214,checkout
10:34:00,215,spices
10:35:00,197,dairy
10:35:00,199,checkout
10:35:00,202,drinks
10:35:00,209,dairy
10:35:00,210,dairy
10:35:00,211,dairy
10:35:00,212,fruit
10:35:00,215,fruit
10:35:00,216,fruit
10:36:00,197,dairy
10:36:00,202,drinks
10:36:00,209,dairy
10:36:00,210,dairy
10:36:00,211,dairy
10:36:00,212,fruit
10:36:00,215,fruit
10:36:00,216,fruit
10:36:00,217,drinks
10:37:00,197,drinks
10:37:00,202,spices
10:37:00,209,dairy
10:37:00,210,dairy
10:37:00,211,dairy
10:37:00,212,checkout
10:37:00,215,fruit
10:37:00,216,drinks
10:37:00,217,drinks
10:37:00,218,dairy
10:38:00,197,drinks
10:38:00,202,spices
10:38:00,209,dairy
10:38:00,210,dairy
10:38:00,211,dairy
10:38:00,215,fruit
10:38:00,216,drinks
10:38:00,217,drinks
10:38:00,218,dairy
10:38:00,219,dairy
10:39:00,197,drinks
10:39:00,202,dairy
10:39:00,209,dairy
10:39:00,210,dairy
10:39:00,211,dairy
10:39:00,215,fruit
10:39:00,216,checkout
10:39:00,217,drinks
10:39:00,218,dairy
10:39:00,219,dairy
10:39:00,220,fruit
10:40:00,197,drinks
10:40:00,202,dairy
10:40:00,209,dairy
10:40:00,210,checkout
10:40:00,211,dairy
10:40:00,215,dairy
10:40:00,217,drinks
10:40:00,218,dairy
10:40:00,219,dairy
10:40:00,220,fruit
10:40:00,221,drinks
10:41:00,197,drinks
10:41:00,202,dairy
10:41:00,209,checkout
10:41:00,211,dairy
10:41:00,215,drinks
10:41:00,217,checkout
10:41:00,218,dairy
10:41:00,219,fruit
10:41:00,220,fruit
10:41:00,221,checkout
10:41:00,222,spices
10:42:00,197,drinks
10:42:00,202,dairy
10:42:00,211,dairy
10:42:00,215,drinks
10:42:00,218,dairy
10:42:00,219,dairy
10:42:00,220,checkout
10:42:00,222,spices
10:42:00,223,spices
10:43:00,197,fruit
10:43:00,202,checkout
10:43:00,211,drinks
10:43:00,215,drinks
10:43:00,218,dairy
10:43:00,219,dairy
10:43:00,222,dairy
10:43:00,223,dairy
10:43:00,224,fruit
10:44:00,197,fruit
10:44:00,211,spices
10:44:00,215,drinks
10:44:00,218,dairy
10:44:00,219,dairy
10:44:00,222,dairy
10:44:00,223,dairy
10:44:00,224,fruit
10:44:00,225,dairy
10:45:00,197,fruit
10:45:00,211,spices
10:45:00,215,drinks
10:45:00,218,dairy
10:45:00,219,dairy
10:45:00,222,fruit
10:45:00,223,dairy
10:45:00,224,fruit
10:45:00,225,dairy
10:45:00,226,spices
10:46:00,197,fruit
10:46:00,211,drinks
10:46:00,215,drinks
10:46:00,218,drinks
10:46:00,219,checkout
10:46:00,222,fruit
10:46:00,223,dairy
10:46:00,224,fruit
10:46:00,225,dairy
10:46:00,226,drinks
10:46:00,227,spices
10:47:00,197,fruit
10:47:00,211,drinks
10:47:00,215,drinks
10:47:00,218,checkout
10:47:00,222,dairy
10:47:00,223,dairy
10:47:00,224,checkout
10:47:00,225,dairy
10:47:00,226,drinks
10:47:00,227,checkout
10:47:00,228,drinks
10:48:00,197,checkout
10:48:00,211,checkout
10:48:00,215,checkout
10:48:00,222,dairy
10:48:00,223,checkout
10:48:00,225,dairy
10:48:00,226,drinks
10:48:00,228,drinks
10:48:00,229,drinks
10:49:00,211,checkout
10:49:00,222,fruit
10:49:00,225,fruit
10:49:00,226,drinks
10:49:00,228,drinks
10:49:00,229,drinks
10:49:00,230,spices
10:50:00,222,spices
10:50:00,225,fruit
10:50:00,226,drinks
10:50:00,228,drinks
10:50:00,229,checkout
10:50:00,230,drinks
10:50:00,231,drinks
10:51:00,222,spices
10:51:00,225,checkout
10:51:00,226,drinks
10:51:00,228,drinks
10:51:00,230,checkout
10:51:00,231,checkout
10:51:00,232,dairy
10:52:00,222,fruit
10:52:00,226,drinks
10:52:00,228,checkout
10:52:00,231,checkout
10:52:00,232,dairy
10:52:00,233,fruit
10:53:00,222,fruit
10:53:00,226,fruit
10:53:00,231,checkout
10:53:00,232,checkout
10:53:00,233,fruit
10:53:00,234,dairy
10:54:00,222,fruit
10:54:00,226,dairy
10:54:00,232,checkout
10:54:00,233,checkout
10:54:00,234,dairy
10:54:00,235,dairy
10:55:00,222,dairy
10:55:00,226,dairy
10:55:00,233,checkout
10:55:00,234,dairy
10:55:00,235,spices
10:55:00,236,fruit
10:56:00,222,drinks
10:56:00,226,dairy
10:56:00,234,dairy
10:56:00,235,dairy
10:56:00,236,checkout
10:56:00,237,dairy
10:57:00,222,drinks
10:57:00,226,dairy
10:57:00,234,dairy
10:57:00,235,dairy
10:57:00,237,fruit
10:57:00,238,spices
10:58:00,222,drinks
10:58:00,226,fruit
10:58:00,234,dairy
10:58:00,235,dairy
10:58:00,237,fruit
10:58:00,238,drinks
10:58:00,239,drinks
10:59:00,222,drinks
10:59:00,226,fruit
10:59:00,234,dairy
10:59:00,235,dairy
10:59:00,237,fruit
10:59:00,238,drinks
10:59:00,239,spices
10:59:00,240,drinks
11:00:00,222,checkout
11:00:00,226,fruit
11:00:00,234,checkout
11:00:00,235,dairy
11:00:00,237,fruit
11:00:00,238,drinks
11:00:00,239,spices
11:00:00,240,checkout
11:00:00,241,fruit
11:01:00,226,dairy
11:01:00,235,dairy
11:01:00,237,dairy
11:01:00,238,drinks
11:01:00,239,spices
11:01:00,241,spices
11:01:00,242,drinks
11:02:00,226,checkout
11:02:00,235,drinks
11:02:00,237,dairy
11:02:00,238,checkout
11:02:00,239,dairy
11:02:00,241,checkout
11:02:00,242,checkout
11:02:00,243,drinks
11:03:00,235,drinks
11:03:00,237,dairy
11:03:00,239,dairy
11:03:00,242,checkout
11:03:00,243,drinks
11:03:00,244,spices
11:04:00,235,spices
11:04:00,237,dairy
11:04:00,239,spices
11:04:00,243,checkout
11:04:00,244,spices
11:04:00,245,dairy
11:05:00,235,spices
11:05:00,237,dairy
11:05:00,239,dairy
11:05:00,244,fruit
11:05:00,245,fruit
11:05:00,246,spices
11:06:00,235,checkout
11:06:00,237,dairy
11:06:00,239,dairy
11:06:00,244,fruit
11:06:00,245,fruit
11:06:00,246,checkout
11:06:00,247,drinks
11:07:00,237,dairy
11:07:00,239,checkout
11:07:00,244,dairy
11:07:00,245,checkout
11:07:00,247,drinks
11:07:00,248,fruit
11:08:00,237,dairy
11:08:00,244,dairy
11:08:00,247,fruit
11:08:00,248,checkout
11:08:00,249,drinks
11:09:00,237,dairy
11:09:00,244,checkout
11:09:00,247,dairy
11:09:00,249,drinks
11:09:00,250,fruit
11:10:00,237,dairy
11:10:00,247,dairy
11:10:00,249,drinks
11:10:00,250,fruit
11:10:00,251,fruit
11:11:00,237,dairy
11:11:00,247,drinks
11:11:00,249,checkout
11:11:00,250,spices
11:11:00,251,checkout
11:11:00,252,drinks
11:12:00,237,spices
11:12:00,247,drinks
11:12:00,250,spices
11:12:00,252,checkout
11:12:00,253,fruit
11:13:00,237,checkout
11:13:00,247,drinks
11:13:00,250,dairy
11:13:00,253,checkout
11:13:00,254,drinks
11:14:00,247,drinks
11:14:00,250,fruit
11:14:00,254,checkout
11:14:00,255,spices
11:15:00,247,drinks
11:15:00,250,checkout
11:15:00,255,checkout
11:15:00,256,drinks
11:16:00,247,checkout
11:16:00,255,checkout
11:16:00,256,fruit
11:16:00,257,spices
11:17:00,255,checkout
11:17:00,256,fruit
11:17:00,257,drinks
11:17:00,258,spices
11:18:00,256,fruit
11:18:00,257,drinks
11:18:00,258,spices
11:18:00,259,spices
11:19:00,256,spices
11:19:00,257,drinks
11:19:00,258,drinks
11:19:00,259,spices
11:19:00,260,spices
11:20:00,256,spices
11:20:00,257,spices
11:20:00,258,drinks
11:20:00,259,spices
11:20:00,260,fruit
11:20:00,261,drinks
11:21:00,256,fruit
11:21:00,257,checkout
11:21:00,258,checkout
11:21:00,259,spices
11:21:00,260,fruit
11:21:00,261,drinks
11:21:00,262,drinks
11:22:00,256,drinks
11:22:00,258,checkout
11:22:00,259,spices
11:22:00,260,fruit
11:22:00,261,drinks
11:22:00,262,drinks
11:22:00,263,drinks
11:23:00,256,spices
11:23:00,259,drinks
11:23:00,260,drinks
11:23:00,261,spices
11:23:00,262,drinks
11:23:00,263,drinks
11:23:00,264,spices
11:24:00,256,drinks
11:24:00,259,drinks
11:24:00,260,drinks
11:24:00,261,spices
11:24:00,262,checkout
11:24:00,263,spices
11:24:00,264,spices
11:24:00,265,dairy
11:25:00,256,drinks
11:25:00,259,spices
11:25:00,260,drinks
11:25:00,261,spices
11:25:00,263,dairy
11:25:00,264,spices
11:25:00,265,dairy
11:25:00,266,fruit
11:26:00,256,dairy
11:26:00,259,spices
11:26:00,260,drinks
11:26:00,261,spices
11:26:00,263,dairy
11:26:00,264,checkout
11:26:00,265,dairy
11:26:00,266,dairy
11:26:00,267,drinks
11:27:00,256,dairy
11:27:00,259,checkout
11:27:00,260,drinks
11:27:00,261,checkout
11:27:00,263,dairy
11:27:00,265,dairy
11:27:00,266,spices
11:27:00,267,drinks
11:27:00,268,spices
11:28:00,256,dairy
11:28:00,260,checkout
11:28:00,263,dairy
11:28:00,265,dairy
11:28:00,266,dairy
11:28:00,267,checkout
11:28:00,268,spices
11:28:00,269,dairy
11:29:00,256,dairy
11:29:00,263,dairy
11:29:00,265,dairy
11:29:00,266,drinks
11:29:00,268,spices
11:29:00,269,checkout
11:29:00,270,fruit
11:30:00,256,dairy
11:30:00,263,dairy
11:30:00,265,checkout
11:30:00,266,checkout
11:30:00,268,drinks
11:30:00,270,fruit
11:30:00,271,drinks
11:31:00,256,dairy
11:31:00,263,dairy
11:31:00,266,checkout
11:31:00,268,drinks
11:31:00,270,checkout
11:31:00,271,checkout
11:31:00,272,spices
11:32:00,256,dairy
11:32:00,263,dairy
11:32:00,268,drinks
11:32:00,271,checkout
11:32:00,272,drinks
11:32:00,273,dairy
11:33:00,256,dairy
11:33:00,263,dairy
11:33:00,268,drinks
11:33:00,272,drinks
11:33:00,273,checkout
11:33:00,274,spices
11:34:00,256,fruit
11:34:00,263,dairy
11:34:00,268,checkout
11:34:00,272,drinks
11:34:00,274,spices
11:34:00,275,drinks
11:35:00,256,fruit
11:35:00,263,dairy
11:35:00,272,spices
11:35:00,274,checkout
11:35:00,275,drinks
11:35:00,276,drinks
11:36:00,256,dairy
11:36:00,263,dairy
11:36:00,272,dairy
11:36:00,275,drinks
11:36:00,276,drinks
11:36:00,277,dairy
11:37:00,256,dairy
11:37:00,263,dairy
11:37:00,272,dairy
11:37:00,275,spices
11:37:00,276,drinks
11:37:00,277,dairy
11:37:00,278,dairy
11:38:00,256,dairy
11:38:00,263,dairy
11:38:00,272,fruit
11:38:00,275,checkout
11:38:00,276,fruit
11:38:00,277,dairy
11:38:00,278,dairy
11:38:00,279,dairy
11:39:00,256,checkout
11:39:00,263,dairy
11:39:00,272,fruit
11:39:00,276,fruit
11:39:00,277,dairy
11:39:00,278,dairy
11:39:00,279,dairy
11:39:00,280,spices
11:40:00,263,dairy
11:40:00,272,checkout
11:40:00,276,fruit
11:40:00,277,dairy
11:40:00,278,dairy
11:40:00,279,dairy
11:40:00,280,spices
11:40:00,281,dairy
11:41:00,263,dairy
11:41:00,276,fruit
11:41:00,277,dairy
11:41:00,278,fruit
11:41:00,279,dairy
11:41:00,280,spices
11:41:00,281,dairy
11:41:00,282,dairy
11:42:00,263,dairy
11:42:00,276,checkout
11:42:00,277,dairy
11:42:00,278,fruit
11:42:00,279,checkout
11:42:00,280,dairy
11:42:00,281,dairy
11:42:00,282,dairy
11:42:00,283,spices
11:43:00,263,checkout
11:43:00,277,dairy
11:43:00,278,fruit
11:43:00,280,dairy
11:43:00,281,dairy
11:43:00,282,dairy
11:43:00,283,fruit
11:43:00,284,fruit
11:44:00,277,dairy
11:44:00,278,checkout
11:44:00,280,dairy
11:44:00,281,checkout
11:44:00,282,dairy
11:44:00,283,fruit
11:44:00,284,checkout
11:44:00,285,fruit
11:45:00,277,fruit
11:45:00,280,spices
11:45:00,282,dairy
11:45:00,283,fruit
11:45:00,285,fruit
11:45:00,286,dairy
11:46:00,277,checkout
11:46:00,280,dairy
11:46:00,282,dairy
11:46:00,283,fruit
11:46:00,285,fruit
11:46:00,286,fruit
11:46:00,287,fruit
11:47:00,280,dairy
11:47:00,282,dairy
11:47:00,283,spices
11:47:00,285,drinks
11:47:00,286,checkout
11:47:00,287,fruit
11:47:00,288,fruit
11:48:00,280,dairy
11:48:00,282,dairy
11:48:00,283,drinks
11:48:00,285,drinks
11:48:00,287,fruit
11:48:00,288,fruit
11:48:00,289,spices
11:49:00,280,checkout
11:49:00,282,dairy
11:49:00,283,checkout
11:49:00,285,drinks
11:49:00,287,fruit
11:49:00,288,dairy
11:49:00,289,spices
11:49:00,290,dairy
11:50:00,282,fruit
11:50:00,285,fruit
11:50:00,287,fruit
11:50:00,288,dairy
11:50:00,289,spices
11:50:00,290,dairy
11:50:00,291,fruit
11:51:00,282,fruit
11:51:00,285,drinks
11:51:00,287,drinks
11:51:00,288,dairy
11:51:00,289,spices
11:51:00,290,drinks
11:51:00,291,fruit
11:51:00,292,fruit
11:52:00,282,fruit
11:52:00,285,spices
11:52:00,287,drinks
11:52:00,288,drinks
11:52:00,289,fruit
11:52:00,290,spices
11:52:00,291,fruit
11:52:00,292,spices
11:52:00,293,fruit
11:53:00,282,fruit
11:53:00,285,dairy
11:53:00,287,checkout
11:53:00,288,drinks
11:53:00,289,dairy
11:53:00,290,dairy
11:53:00,291,spices
11:53:00,292,drinks
11:53:00,293,fruit
11:53:00,294,dairy
11:54:00,282,fruit
11:54:00,285,dairy
11:54:00,288,drinks
11:54:00,289,checkout
11:54:00,290,dairy
11:54:00,291,dairy
11:54:00,292,checkout
11:54:00,293,fruit
11:54:00,294,dairy
11:54:00,295,dairy
11:55:00,282,dairy
11:55:00,285,dairy
11:55:00,288,drinks
11:55:00,290,spices
11:55:00,291,dairy
11:55:00,293,fruit
11:55:00,294,dairy
11:55:00,295,dairy
11:55:00,296,spices
11:56:00,282,dairy
11:56:00,285,dairy
11:56:00,288,drinks
11:56:00,290,checkout
11:56:00,291,dairy
11:56:00,293,checkout
11:56:00,294,checkout
11:56:00,295,dairy
11:56:00,296,dairy
11:56:00,297,drinks
11:57:00,282,spices
11:57:00,285,dairy
11:57:00,288,checkout
11:57:00,291,dairy
11:57:00,294,checkout
11:57:00,295,dairy
11:57:00,296,dairy
11:57:00,297,drinks
11:57:00,298,drinks
11:58:00,282,spices
11:58:00,285,dairy
11:58:00,291,dairy
11:58:00,295,dairy
11:58:00,296,dairy
11:58:00,297,drinks
11:58:00,298,drinks
11:58:00,299,dairy
11:59:00,282,spices
11:59:00,285,dairy
11:59:00,291,dairy
11:59:00,295,fruit
11:59:00,296,dairy
11:59:00,297,drinks
11:59:00,298,checkout
11:59:00,299,dairy
11:59:00,300,fruit
12:00:00,282,drinks
12:00:00,285,dairy
12:00:00,291,dairy
12:00:00,295,fruit
12:00:00,296,fruit
12:00:00,297,checkout
12:00:00,299,spices
12:00:00,300,drinks
12:00:00,301,spices
12:01:00,282,drinks
12:01:00,285,dairy
12:01:00,291,checkout
12:01:00,295,checkout
12:01:00,296,fruit
12:01:00,299,checkout
12:01:00,300,drinks
12:01:00,301,spices
12:01:00,302,dairy
12:02:00,282,drinks
12:02:00,285,dairy
12:02:00,295,checkout
12:02:00,296,fruit
12:02:00,300,checkout
12:02:00,301,spices
12:02:00,302,dairy
12:02:00,303,fruit
12:03:00,282,drinks
12:03:00,285,dairy
12:03:00,296,fruit
12:03:00,301,fruit
12:03:00,302,dairy
12:03:00,303,checkout
12:03:00,304,fruit
12:04:00,282,drinks
12:04:00,285,dairy
12:04:00,296,fruit
12:04:00,301,spices
12:04:00,302,drinks
12:04:00,304,fruit
12:04:00,305,spices
12:05:00,282,drinks
12:05:00,285,dairy
12:05:00,296,fruit
12:05:00,301,dairy
12:05:00,302,drinks
12:05:00,304,dairy
12:05:00,305,spices
12:05:00,306,dairy
12:06:00,282,drinks
12:06:00,285,checkout
12:06:00,296,fruit
12:06:00,301,dairy
12:06:00,302,drinks
12:06:00,304,dairy
12:06:00,305,spices
12:06:00,306,dairy
12:06:00,307,drinks
12:07:00,282,drinks
12:07:00,296,fruit
12:07:00,301,dairy
12:07:00,302,checkout
12:07:00,304,dairy
12:07:00,305,fruit
12:07:00,306,dairy
12:07:00,307,drinks
12:07:00,308,fruit
12:08:00,282,checkout
12:08:00,296,fruit
12:08:00,301,dairy
12:08:00,304,dairy
12:08:00,305,dairy
12:08:00,306,dairy
12:08:00,307,drinks
12:08:00,308,fruit
12:08:00,309,dairy
12:09:00,296,fruit
12:09:00,301,drinks
12:09:00,304,dairy
12:09:00,305,dairy
12:09:00,306,dairy
12:09:00,307,drinks
12:09:00,308,fruit
12:09:00,309,dairy
12:09:00,310,fruit
12:10:00,296,fruit
12:10:00,301,drinks
12:10:00,304,dairy
12:10:00,305,dairy
12:10:00,306,dairy
12:10:00,307,checkout
12:10:00,308,fruit
12:10:00,309,dairy
12:10:00,310,dairy
12:10:00,311,spices
12:11:00,296,fruit
12:11:00,301,drinks
12:11:00,304,spices
12:11:00,305,checkout
12:11:00,306,dairy
12:11:00,308,fruit
12:11:00,309,dairy
12:11:00,310,dairy
12:11:00,311,spices
12:11:00,312,spices
12:12:00,296,fruit
12:12:00,301,checkout
12:12:00,304,spices
12:12:00,306,dairy
12:12:00,308,fruit
12:12:00,309,dairy
12:12:00,310,dairy
12:12:00,311,spices
12:12:00,312,spices
12:12:00,313,dairy
12:13:00,296,checkout
12:13:00,304,drinks
12:13:00,306,dairy
12:13:00,308,fruit
12:13:00,309,spices
12:13:00,310,checkout
12:13:00,311,spices
12:13:00,312,drinks
12:13:00,313,dairy
12:13:00,314,spices
12:14:00,304,fruit
12:14:00,306,drinks
12:14:00,308,checkout
12:14:00,309,checkout
12:14:00,311,dairy
12:14:00,312,drinks
12:14:00,313,checkout
12:14:00,314,spices
12:14:00,315,drinks
12:15:00,304,dairy
12:15:00,306,drinks
12:15:00,309,checkout
12:15:00,311,dairy
12:15:00,312,drinks
12:15:00,314,spices
12:15:00,315,drinks
12:15:00,316,spices
12:16:00,304,checkout
12:16:00,306,fruit
12:16:00,311,dairy
12:16:00,312,checkout
12:16:00,314,fruit
12:16:00,315,fruit
12:16:00,316,drinks
12:16:00,317,spices
12:17:00,306,fruit
12:17:00,311,dairy
12:17:00,314,fruit
12:17:00,315,fruit
12:17:00,316,fruit
12:17:00,317,checkout
12:17:00,318,fruit
12:18:00,306,fruit
12:18:00,311,dairy
12:18:00,314,checkout
12:18:00,315,fruit
12:18:00,316,fruit
12:18:00,318,fruit
12:18:00,319,spices
12:19:00,306,fruit
12:19:00,311,dairy
12:19:00,315,fruit
12:19:00,316,fruit
12:19:00,318,dairy
12:19:00,319,dairy
12:19:00,320,drinks
12:20:00,306,fruit
12:20:00,311,dairy
12:20:00,315,fruit
12:20:00,316,dairy
12:20:00,318,dairy
12:20:00,319,dairy
12:20:00,320,drinks
12:20:00,321,drinks
12:21:00,306,checkout
12:21:00,311,dairy
12:21:00,315,fruit
12:21:00,316,dairy
12:21:00,318,checkout
12:21:00,319,checkout
12:21:00,320,fruit
12:21:00,321,drinks
12:21:00,322,spices
12:22:00,311,checkout
12:22:00,315,spices
12:22:00,316,dairy
12:22:00,319,checkout
12:22:00,320,dairy
12:22:00,321,checkout
12:22:00,322,spices
